BA	Araci
BA	Aramari
BA	Arapiranga
BA	Arataca
BA	Aratuipe
BA	Areias
BA	Arembepe
BA	Argoim
BA	Argolo
BA	Aribice
BA	Aritagua
BA	Aurelino Leal
BA	Baianopolis
BA	Baixa do Palmeira
BA	Baixa Grande
BA	Baixao
BA	Baixinha
BA	Baluarte
BA	Banco Central
BA	Banco da Vitoria
BA	Bandeira do Almada
BA	Bandeira do Colonia
BA	Bandiacu
BA	Banzae
BA	Baraunas
BA	Barcelos do Sul
BA	Barra
BA	Barra da Estiva
BA	Barra do Choca
BA	Barra do Jacuipe
BA	Barra do Mendes
BA	Barra do Pojuca
BA	Barra do Rocha
BA	Barra do Tarrachil
BA	Barracas
BA	Barreiras
BA	Barro Alto
BA	Barro Preto
BA	Barro Vermelho
BA	Barrocas
BA	Bastiao
BA	Bate Pe
BA	Batinga
BA	Bela Flor
BA	Belem da Cachoeira
BA	Belmonte
BA	Belo Campo
BA	Bem-bom
BA	Bendego
BA	Bento Simoes
BA	Biritinga
BA	Boa Espera
BA	Boa Nova
BA	Boa Uniao
BA	Boa Vista do Lagamar
BA	Boa Vista do Tupim
BA	Boacu
BA	Boca do Corrego
BA	Bom Jesus da Lapa
BA	Bom Jesus da Serra
BA	Bom Sossego
BA	Bonfim da Feira
BA	Boninal
BA	Bonito
BA	Boquira
BA	Botupora
BA	Botuquara
BA	Brejinho das Ametistas
BA	Brejo da Serra
BA	Brejo Luiza de Brito
BA	Brejo Novo
BA	Brejoes
BA	Brejolandia
BA	Brotas de Macaubas
BA	Brumado
BA	Bucuituba
BA	Buerarema
BA	Buracica
BA	Buranhem
BA	Buril
BA	Buris de Abrantes
BA	Buritirama
BA	Caatiba
BA	Cabaceiras do Paraguacu
BA	Cabralia
BA	Cacha Pregos
BA	Cachoeira
BA	Cachoeira do Mato
BA	Cacule
BA	Caem
BA	Caetanos
BA	Caete-acu
BA	Caetite
BA	Cafarnaum
BA	Caicara
BA	Caimbe
BA	Cairu
BA	Caiubi
BA	Cajui
BA	Caldas do Jorro
BA	Caldeirao
BA	Caldeirao Grande
BA	Caldeiras
BA	Camacan
BA	Camacari
BA	Camamu
BA	Camassandi
BA	Camirim
BA	Campinhos
BA	Campo Alegre de Lourdes
BA	Campo Formoso
BA	Camurugi
BA	Canabravinha
BA	Canapolis
BA	Canarana
BA	Canatiba
BA	Canavieiras
BA	Canche
BA	Candeal
BA	Candeias
BA	Candiba
BA	Candido Sales
BA	Canoao
BA	Cansancao
BA	Canto do Sol
BA	Canudos
BA	Capao
BA	Capela do Alto Alegre
BA	Capim Grosso
BA	Caraguatai
BA	Caraibas
BA	Caraibuna
BA	Caraipe
BA	Caraiva
BA	Caravelas
BA	Cardeal da Silva
BA	Carinhanha
BA	Caripare
BA	Carnaiba do Sertao
BA	Carrapichel
BA	Casa Nova
BA	Castelo Novo
BA	Castro Alves
BA	Catinga do Moura
BA	Catingal
BA	Catolandia
BA	Catoles
BA	Catolezinho
BA	Catu
BA	Catu de Abrantes
BA	Caturama
BA	Cavunge
BA	Central
BA	Ceraima
BA	Chorrocho
BA	Cicero Dantas
BA	Cinco Rios
BA	Cipo
BA	Coaraci
BA	Cocos
BA	Colonia
BA	Comercio
BA	Conceicao da Feira
BA	Conceicao do Almeida
BA	Conceicao do Coite
BA	Conceicao do Jacuipe
BA	Conde
BA	Condeuba
BA	Contendas do Sincora
BA	Copixaba
BA	Coqueiros
BA	Coquinhos
BA	Coracao de Maria
BA	Cordeiros
BA	Coribe
BA	Coronel Joao Sa
BA	Correntina
BA	Corta Mao
BA	Cotegipe
BA	Coutos
BA	Cravolandia
BA	Crisopolis
BA	Cristalandia
BA	Cristopolis
BA	Crussai
BA	Cruz das Almas
BA	Cumuruxatiba
BA	Cunhangi
BA	Curaca
BA	Curral Falso
BA	Dario Meira
BA	Delfino
BA	Descoberto
BA	Dias Coelho
BA	Dias D Avila
BA	Diogenes Sampaio
BA	Dom Basilio
BA	Dom Macedo Costa
BA	Dona Maria
BA	Duas Barras do Morro
BA	Elisio Medrado
BA	Encruzilhada
BA	Engenheiro Franca
BA	Engenheiro Pontes
BA	Entre Rios
BA	Erico Cardoso
BA	Esplanada
BA	Euclides da Cunha
BA	Eunapolis
BA	Fatima
BA	Feira da Mata
BA	Feira de Santana
BA	Ferradas
BA	Filadelfia
BA	Filanesia
BA	Firmino Alves
BA	Floresta Azul
BA	Formosa do Rio Preto
BA	Franca
BA	Gabiarra
BA	Galeao
BA	Gamboa
BA	Gameleira da Lapa
BA	Gameleira do Assurua
BA	Gandu
BA	Gaviao
BA	Gentio do Ouro
BA	Geolandia
BA	Gloria
BA	Gongogi
BA	Governador Joao Durval Carneiro
BA	Governador Mangabeira
BA	Guagirus
BA	Guai
BA	Guajeru
BA	Guanambi
BA	Guapira
BA	Guarajuba
BA	Guaratinga
BA	Guerem
BA	Guine
BA	Guirapa
BA	Gurupa Mirim
BA	Heliopolis
BA	Helvecia
BA	Hidrolandia
BA	Humildes
BA	Iacu
BA	Ibatui
BA	Ibiacu
BA	Ibiajara
BA	Ibiapora
BA	Ibiassuce
BA	Ibicarai
BA	Ibicoara
BA	Ibicui
BA	Ibipeba
BA	Ibipetum
BA	Ibipitanga
BA	Ibiquera
BA	Ibiraba
BA	Ibiraja
BA	Ibiranhem
BA	Ibirapitanga
BA	Ibirapua
BA	Ibirataia
BA	Ibitiara
BA	Ibitiguira
BA	Ibitira
BA	Ibitita
BA	Ibitunane
BA	Ibitupa
BA	Ibo
BA	Ibotirama
BA	Ichu
BA	Ico
BA	Igapora
BA	Igara
BA	Igarite
BA	Igatu
BA	Igrapiuna
BA	Igua
BA	Iguai
BA	Iguaibi
BA	Iguatemi
BA	Iguira
BA	Iguitu
BA	Ilha de Mare
BA	Ilheus
BA	Indai
BA	Inema
BA	Inhambupe
BA	Inhata
BA	Inhaumas
BA	Inhobim
BA	Inubia
BA	Ipecaeta
BA	Ipiau
BA	Ipira
BA	Ipiuna
BA	Ipucaba
BA	Ipupiara
BA	Irajuba
BA	Iramaia
BA	Iraporanga
BA	Iraquara
BA	Irara
BA	Irece
BA	Irundiara
BA	Ita-azul
BA	Itabela
BA	Itaberaba
BA	Itabuna
BA	Itacare
BA	Itacava
BA	Itachama
BA	Itacimirim
BA	Itaete
BA	Itagi
BA	Itagiba
BA	Itagimirim
BA	Itaguacu da Bahia
BA	Itaia
BA	Itaibo
BA	Itaipu
BA	Itaitu
BA	Itajai
BA	Itaju do Colonia
BA	Itajubaquara
BA	Itajuipe
BA	Itajuru
BA	Itamaraju
BA	Itamari
BA	Itambe
BA	Itamira
BA	Itamotinga
BA	Itanage
BA	Itanagra
BA	Itanhem
BA	Itanhi
BA	Itaparica
BA	Itape
BA	Itapebi
BA	Itapeipu
BA	Itapetinga
BA	Itapicuru
BA	Itapirema
BA	Itapitanga
BA	Itapora
BA	Itapura
BA	Itaquara
BA	Itaquarai
BA	Itarantim
BA	Itati
BA	Itatim
BA	Itatingui
BA	Itirucu
BA	Itiuba
BA	Itororo
BA	Ituacu
BA	Itubera
BA	Itupeva
BA	Iuiu
BA	Jaborandi
BA	Jacaraci
BA	Jacobina
BA	Jacu
BA	Jacuipe
BA	Jacuruna
BA	Jaguaquara
BA	Jaguara
BA	Jaguarari
BA	Jaguaripe
BA	Jaiba
BA	Jandaira
BA	Japomirim
BA	Japu
BA	Jaua
BA	Jequie
BA	Jequirica
BA	Jeremoabo
BA	Jiribatuba
BA	Jitauna
BA	Joao Amaro
BA	Joao Correia
BA	Joao Dourado
BA	Jose Goncalves
BA	Juacema
BA	Juazeiro
BA	Jucurucu
BA	Juerana
BA	Junco
BA	Jupagua
BA	Juraci
BA	Juremal
BA	Jussara
BA	Jussari
BA	Jussiape
BA	Km Sete
BA	Lafaiete Coutinho
BA	Lagoa Clara
BA	Lagoa de Melquiades
BA	Lagoa do Boi
BA	Lagoa Grande
BA	Lagoa Jose Luis
BA	Lagoa Preta
BA	Lagoa Real
BA	Laje
BA	Laje do Banco
BA	Lajedao
BA	Lajedinho
BA	Lajedo Alto
BA	Lajedo do Tabocal
BA	Lamarao
BA	Lamarao do Passe
BA	Lapao
BA	Largo
BA	Lauro de Freitas
BA	Lencois
BA	Licinio de Almeida
BA	Limoeiro do Bom Viver
BA	Livramento do Brumado
BA	Lucaia
BA	Luis Viana
BA	Lustosa
BA	Macajuba
BA	Macarani
BA	Macaubas
BA	Macurure
BA	Madre de Deus
BA	Maetinga
BA	Maiquinique
BA	Mairi
BA	Malhada
BA	Malhada de Pedras
BA	Mandiroba
BA	Mangue Seco
BA	Maniacu
BA	Manoel Vitorino
BA	Mansidao
BA	Mantiba
BA	Mar Grande
BA	Maracas
BA	Maragogipe
BA	Maragogipinho
BA	Marau
BA	Marcionilio Souza
BA	Marcolino Moura
BA	Maria Quiteria
BA	Maricoabo
BA	Mariquita
BA	Mascote
BA	Massacara
BA	Massaroca
BA	Mata da Alianca
BA	Mata de Sao Joao
BA	Mataripe
BA	Matina
BA	Matinha
BA	Medeiros Neto
BA	Miguel Calmon
BA	Milagres
BA	Mimoso do Oeste
BA	Minas do Espirito Santo
BA	Minas do Mimoso
BA	Mirandela
BA	Miranga
BA	Mirangaba
BA	Mirante
BA	Mocambo
BA	Mogiquicaba
BA	Monte Cruzeiro
BA	Monte Gordo
BA	Monte Reconcavo
BA	Monte Santo
BA	Morpara
BA	Morrinhos
BA	Morro das Flores
BA	Morro de Sao Paulo
BA	Morro do Chapeu
BA	Mortugaba
BA	Mucuge
BA	Mucuri
BA	Mulungu do Morro
BA	Mundo Novo
BA	Muniz Ferreira
BA	Muquem do Sao Francisco
BA	Muritiba
BA	Mutas
BA	Mutuipe
BA	Nage
BA	Narandiba
BA	Nazare
BA	Nilo Pecanha
BA	Nordestina
BA	Nova Alegria
BA	Nova Brasilia
BA	Nova Canaa
BA	Nova Fatima
BA	Nova Ibia
BA	Nova Itaipe
BA	Nova Itarana
BA	Nova Lidice
BA	Nova Redencao
BA	Nova Soure
BA	Nova Vicosa
BA	Novo Acre
BA	Novo Horizonte
BA	Novo Triunfo
BA	Nucleo Residencial Pilar
BA	Nuguacu
BA	Olhos D'agua Do Seco
BA	Olhos D'agua Do Serafim
BA	Olindina
BA	Oliveira dos Brejinhos
BA	Olivenca
BA	Onha
BA	Oriente Novo
BA	Ouricana
BA	Ouricangas
BA	Ouricuri do Ouro
BA	Ourolandia
BA	Outeiro Redondo
BA	Paiol
BA	Pajeu do Vento
BA	Palame
BA	Palmas de Monte Alto
BA	Palmeiras
BA	Parafuso
BA	Paramirim
BA	Parateca
BA	Paratinga
BA	Paripiranga
BA	Pataiba
BA	Patamute
BA	Pau A Pique
BA	Pau Brasil
BA	Paulo Afonso
BA	Pe de Serra
BA	Pedrao
BA	Pedras Altas do Mirim
BA	Pedro Alexandre
BA	Peixe
BA	Petim
BA	Piabanha
BA	Piata
BA	Picarrao
BA	Pilao Arcado
BA	Pimenteira
BA	Pindai
BA	Pindobacu
BA	Pinhoes
BA	Pintadas
BA	Piragi
BA	Pirai do Norte
BA	Piraja
BA	Pirajuia
BA	Piri
BA	Piripa
BA	Piritiba
BA	Pituba
BA	Planaltino
BA	Planalto
BA	Poco Central
BA	Poco de Fora
BA	Pocoes
BA	Pocos
BA	Pojuca
BA	Polo Petroquimico de Camacari
BA	Ponta da Areia
BA	Ponto Novo
BA	Porto Novo
BA	Porto Seguro
BA	Posto da Mata
BA	Potiragua
BA	Poxim do Sul
BA	Prado
BA	Presidente Dutra
BA	Presidente Janio Quadros
BA	Presidente Tancredo Neves
BA	Prevenido
BA	Quaracu
BA	Queimadas
BA	Quijingue
BA	Quixaba
BA	Quixabeira
BA	Rafael Jambeiro
BA	Recife
BA	Remanso
BA	Remedios
BA	Retirolandia
BA	Riachao das Neves
BA	Riachao do Jacuipe
BA	Riachao do Utinga
BA	Riacho da Guia
BA	Riacho de Santana
BA	Riacho Seco
BA	Ribeira do Amparo
BA	Ribeira do Pombal
BA	Ribeirao do Largo
BA	Ribeirao do Salto
BA	Rio da Dona
BA	Rio de Contas
BA	Rio do Antonio
BA	Rio do Braco
BA	Rio do Meio
BA	Rio do Pires
BA	Rio Fundo
BA	Rio Real
BA	Rodelas
BA	Ruy Barbosa
BA	Saldanha
BA	Salgadalia
BA	Salinas da Margarida
BA	Salobrinho
BA	Salobro
BA	Salvador
BA	Sambaiba
BA	Santa Barbara
BA	Santa Brigida
BA	Santa Cruz Cabralia
BA	Santa Cruz da Vitoria
BA	Santa Ines
BA	Santa Luzia
BA	Santa Maria da Vitoria
BA	Santa Rita de Cassia
BA	Santa Terezinha
BA	Santaluz
BA	Santana
BA	Santana do Sobrado
BA	Santanopolis
BA	Santiago do Iguape
BA	Santo Amaro
BA	Santo Antonio de Barcelona
BA	Santo Antonio de Jesus
BA	Santo Estevao
BA	Santo Inacio
BA	Sao Desiderio
BA	Sao Domingos
BA	Sao Felipe
BA	Sao Felix
BA	Sao Felix do Coribe
BA	Sao Francisco do Conde
BA	Sao Gabriel
BA	Sao Goncalo dos Campos
BA	Sao Joao da Fortaleza
BA	Sao Joao da Vitoria
BA	Sao Jose da Vitoria
BA	Sao Jose do Colonia
BA	Sao Jose do Jacuipe
BA	Sao Jose do Prado
BA	Sao Jose do Rio Grande
BA	Sao Miguel das Matas
BA	Sao Paulinho
BA	Sao Roque do Paraguacu
BA	Sao Sebastiao do Passe
BA	Sao Timoteo
BA	Sapeacu
BA	Satiro Dias
BA	Saubara
BA	Saudavel
BA	Saude
BA	Seabra
BA	Sebastiao Laranjeiras
BA	Senhor do Bonfim
BA	Sento Se
BA	Sergi
BA	Serra da Canabrava
BA	Serra do Ramalho
BA	Serra Dourada
BA	Serra Grande
BA	Serra Preta
BA	Serrinha
BA	Serrolandia
BA	Simoes Filho
BA	Sitio da Barauna
BA	Sitio do Mato
BA	Sitio do Meio
BA	Sitio do Quinto
BA	Sitio Grande
BA	Sitio Novo
BA	Soares
BA	Sobradinho
BA	Souto Soares
BA	Subauma
BA	Sussuarana
BA	Tabocas do Brejo Velho
BA	Taboleiro do Castro
BA	Taboquinhas
BA	Tagua
BA	Tamburil
BA	Tanhacu
BA	Tanque Novo
BA	Tanquinho
BA	Tanquinho do Poco
BA	Taperoa
BA	Tapiraipe
BA	Tapirama
BA	Tapiramuta
BA	Tapiranga
BA	Tapuia
BA	Taquarendi
BA	Taquarinha
BA	Tartaruga
BA	Tauape
BA	Teixeira de Freitas
BA	Teodoro Sampaio
BA	Teofilandia
BA	Teolandia
BA	Terra Nova
BA	Tijuacu
BA	Tiquarucu
BA	Tremedal
BA	Triunfo do Sincora
BA	Tucano
BA	Uaua
BA	Ubaira
BA	Ubaitaba
BA	Ubata
BA	Ubiracaba
BA	Ubiraita
BA	Uibai
BA	Umburanas
BA	Umbuzeiro
BA	Una
BA	Urandi
BA	Urucuca
BA	Utinga
BA	Vale Verde
BA	Valenca
BA	Valente
BA	Varzea da Roca
BA	Varzea do Caldas
BA	Varzea do Cerco
BA	Varzea do Poco
BA	Varzea Nova
BA	Varzeas
BA	Varzedo
BA	Velha Boipeba
BA	Ventura
BA	Vera Cruz
BA	Vereda
BA	Vila do Cafe
BA	Vitoria da Conquista
BA	Volta Grande
BA	Wagner
BA	Wanderley
BA	Wenceslau Guimaraes
BA	Xique-xique
CE	Abaiara
CE	Abilio Martins
CE	Acarape
CE	Acarau
CE	Acopiara
CE	Adrianopolis
CE	Agua Verde
CE	Aguai
CE	Aiua
CE	Aiuaba
CE	Alagoinha
CE	Alcantaras
CE	Algodoes
CE	Almofala
CE	Altaneira
CE	Alto Santo
CE	Amanaiara
CE	Amanari
CE	Amaniutuba
CE	Amarelas
CE	Amaro
CE	America
CE	Amontada
CE	Anaua
CE	Aningas
CE	Anjinhos
CE	Antonina do Norte
CE	Antonio Bezerra
CE	Antonio Diogo
CE	Antonio Marques
CE	Aprazivel
CE	Apuiares
CE	Aquinopolis
CE	Aquiraz
CE	Aracas
CE	Aracati
CE	Aracatiacu
CE	Aracatiara
CE	Aracoiaba
CE	Arajara
CE	Aranau
CE	Arapa
CE	Arapari
CE	Araporanga
CE	Araquem
CE	Ararenda
CE	Araripe
CE	Ararius
CE	Aratama
CE	Araticum
CE	Aratuba
CE	Areial
CE	Ariscos dos Marianos
CE	Arneiroz
CE	Aroeiras
CE	Arrojado
CE	Aruaru
CE	Assare
CE	Assuncao
CE	Aurora
CE	Baixa Grande
CE	Baixio
CE	Baixio da Donana
CE	Banabuiu
CE	Bandeira
CE	Barao de Aquiraz
CE	Barbalha
CE	Barra
CE	Barra do Sotero
CE	Barra Nova
CE	Barreira
CE	Barreira dos Vianas
CE	Barreiras
CE	Barreiros
CE	Barrento
CE	Barro
CE	Barro Alto
CE	Barroquinha
CE	Baturite
CE	Bau
CE	Beberibe
CE	Bela Cruz
CE	Bela Vista
CE	Betania
CE	Bitupita
CE	Bixopa
CE	Boa Agua
CE	Boa Esperanca
CE	Boa Viagem
CE	Boa Vista
CE	Boa Vista do Caxitore
CE	Bonfim
CE	Bonhu
CE	Bonito
CE	Borges
CE	Brejinho
CE	Brejo Grande
CE	Brejo Santo
CE	Brotas
CE	Buritizal
CE	Buritizinho
CE	Cabreiro
CE	Cachoeira
CE	Cachoeira Grande
CE	Caicara
CE	Caicarinha
CE	Caio Prado
CE	Caioca
CE	Caipu
CE	Calabaca
CE	Caldeirao
CE	California
CE	Camara
CE	Camboas
CE	Camilos
CE	Camocim
CE	Campanario
CE	Campestre
CE	Campos Sales
CE	Canaan
CE	Canafistula
CE	Cangati
CE	Caninde
CE	Canindezinho
CE	Capistrano
CE	Caponga
CE	Caponga da Bernarda
CE	Caracara
CE	Caridade
CE	Carire
CE	Caririacu
CE	Carius
CE	Cariutaba
CE	Carmelopolis
CE	Carnaubal
CE	Carnaubas
CE	Carnaubinha
CE	Carquejo
CE	Carrapateiras
CE	Caruatai
CE	Carvalho
CE	Carvoeiro
CE	Cascavel
CE	Castanhao
CE	Catarina
CE	Catole
CE	Catuana
CE	Catunda
CE	Caucaia
CE	Caxitore
CE	Cedro
CE	Cemoaba
CE	Chaval
CE	Choro
CE	Chorozinho
CE	Cipo dos Anjos
CE	Cococi
CE	Codia
CE	Coite
CE	Colina
CE	Conceicao
CE	Coreau
CE	Corrego dos Fernandes
CE	Crateus
CE	Crato
CE	Crioulos
CE	Cristais
CE	Croata
CE	Cruxati
CE	Cruz
CE	Cruz de Pedra
CE	Cruzeirinho
CE	Cuncas
CE	Curatis
CE	Curupira
CE	Custodio
CE	Daniel de Queiros
CE	Delmiro Gouveia
CE	Deputado Irapuan Pinheiro
CE	Deserto
CE	Dom Leme
CE	Dom Mauricio
CE	Dom Quintino
CE	Domingos da Costa
CE	Donato
CE	Dourados
CE	Ebron
CE	Ema
CE	Ematuba
CE	Encantado
CE	Engenheiro Joao Tome
CE	Engenheiro Jose Lopes
CE	Engenho Velho
CE	Erere
CE	Espacinha
CE	Esperanca
CE	Espinho
CE	Eusebio
CE	Farias Brito
CE	Fatima
CE	Feiticeiro
CE	Feitosa
CE	Felizardo
CE	Flamengo
CE	Flores
CE	Forquilha
CE	Fortaleza
CE	Fortim
CE	Frecheirinha
CE	Gado
CE	Gado dos Rodrigues
CE	Gameleira de Sao Sebastiao
CE	Garcas
CE	Gazea
CE	General Sampaio
CE	General Tiburcio
CE	Genipapeiro
CE	Gererau
CE	Giqui
CE	Girau
CE	Graca
CE	Granja
CE	Granjeiro
CE	Groairas
CE	Guaiuba
CE	Guajiru
CE	Guanaces
CE	Guaraciaba do Norte
CE	Guaramiranga
CE	Guararu
CE	Guassi
CE	Guassosse
CE	Guia
CE	Guriu
CE	Hidrolandia
CE	Holanda
CE	Horizonte
CE	Iapi
CE	Iara
CE	Ibaretama
CE	Ibiapaba
CE	Ibiapina
CE	Ibicatu
CE	Ibicua
CE	Ibicuitaba
CE	Ibicuitinga
CE	Iborepi
CE	Ibuacu
CE	Ibuguacu
CE	Icapui
CE	Icarai
CE	Ico
CE	Icozinho
CE	Ideal
CE	Igaroi
CE	Iguatu
CE	Independencia
CE	Ingazeiras
CE	Inhamuns
CE	Inhucu
CE	Inhuporanga
CE	Ipaporanga
